manufacturer,type,name,part_number,qty
Fike,Manual Station,Explosion proof SPST Dual Action RSG Keyed Metal “Fire” Manual Pull Station,RMS-EXP-1T-KL-LP++,1
Fike,Manual Station,INTELLIGENT AGENT RELEASE PULL STATION,20-1343,1
Fike,Manual Station,Institutional “Fire” Key Operated Only Manual Pull Station,RMS-1T-KL-KO++,1
Fike,Manual Station,Intelligent Pull Station Isolator Version,20-1064,1
Fike,Manual Station,Intelligent Pull Station Non-Isolator Version,20-1063,1
Fike,Manual Station,SPST Dual Action RSG Keyed Metal Portuguese “Fire Suppression Release”(Disparo de Supressao de Fogo) Manual Pull Station,RMS-1T-KL-LP-S-PT++,1
Fike,Manual Station,SPST Dual Action RSG Keyed Metal Portuguese “Fire”(FOGO) Manual Pull Station,RMS-1T-KL-LP-PT++,1
Fike,Manual Station,SPST Dual Action RSG Keyed Metal Spanish “Fire Suppression Release”(Descarga Sistema de Supresion) Manual Pull Station,RMS-1T-KL-LP-S-ES++,1
Fike,Manual Station,SPST Dual Action RSG Keyed Metal Spanish “Fire”(Fuego) Manual Pull Station,RMS-1T-KL-LP-ES++,1
Fike,Manual Station,SPST Dual Action RSG Keyed Metal “Fire Suppression Release” Manual Pull Station,RMS-1T-KL-LP-S++,1
Fike,Manual Station,SPST Dual Action RSG Keyed Metal “Fire” Manual Pull Station,RMS-1T-KL-LP++,1
Fike,Manual Station,SPST Single Action RSG Keyed Metal Portuguese “Fire”(FOGO) Manual Pull Station,RMS-1T-KL-PT++,1
Fike,Manual Station,SPST Single Action RSG Keyed Metal Spanish “Fire”(Fuego) Manual Pull Station,RMS-1T-KL-ES++,1
Fike,Manual Station,SPST Single Action RSG Keyed Metal “Fire” Manual Pull Station,RMS-1T-KL++,1
Fike,Manual Station,Single Action Pull Station,++,1
Fike,Manual Station,Weatherproof SPST Dual Action RSG Keyed Metal “Fire” Manual Pull Station,RMS-1T-KL-LP-WP++,1
Fike,Miscellaneous,100# FE-25 Cylinder,70-266,1
Fike,Miscellaneous,180 Degree Nozzle,20-130-156,1
Fike,Miscellaneous,Discharge Pressure Switch,02-12534,1
Fike,Miscellaneous,Enclosure Kit 10” (254mm) X 8”(203mm) X 6”(152mm) (Houses 4 converters),10-2937,1
Fike,Miscellaneous,Enclosure Kit 14” (356mm) X 8”(203mm)” X 6”(152mm) (Houses 6 converters),10-2938,1
Fike,Miscellaneous,Enclosure Kit 6” (152mm) X 6”(152mm) X 6”(152mm) (Houses 2 converters),10-2936,1
Fike,Miscellaneous,IVO Supervisor,70-279,1
Fike,Miscellaneous,Low Pressure Switch,02-12533,1
Fike,Miscellaneous,"SIGN, AGENT ABORT ""PUSH AND HOLD""",02-10310,1
Fike,Miscellaneous,"SIGN, CAUTION ""DO NOT ENTER""",02-10313,1
Fike,Miscellaneous,"SIGN, CAUTION ""DO NOT ENTER""",02-10314,1
Fike,Miscellaneous,"SIGN, MANUAL AGENT RELEASE",02-10312,1
Fike,Miscellaneous,"SIGN, UPON DEVICE ACTIVATION 'EXIT'",02-10309,1
Fike,Miscellaneous,Vesda High Level Interface Module,68-023,1
Fike,Multi Criteria Detector,"Advanced multi‐criteria fire/CO detector, bright white color, Low Frequency Sounder Base",++,1
Fike,Multi Criteria Detector,"Advanced multi‐criteria fire/CO detector, bright white color, Relay Base",++,1
Fike,Multi Criteria Detector,"Advanced multi‐criteria fire/CO detector, bright white color, Sounder Base",++,1
Fike,Multi Criteria Detector,"Advanced multi‐criteria fire/CO detector, bright white color, Standard Base",++,1
Fike,Multi Criteria Detector,"Multi‐criteria photoelectric, thermal, and infrared smoke detector, white, Low Frequency Sounder Base",++,1
Fike,Multi Criteria Detector,"Multi‐criteria photoelectric, thermal, and infrared smoke detector, white, Relay Base",++,1
Fike,Multi Criteria Detector,"Multi‐criteria photoelectric, thermal, and infrared smoke detector, white, Sounder Base",++,1
Fike,Multi Criteria Detector,"Multi‐criteria photoelectric, thermal, and infrared smoke detector, white, Standard Base",++,1
Fike,Non-Addressable Relay,Impulse Release Module,++,1
Fike,Non-Addressable Relay,Relay Interface Board (protective cabinet provided),++,1
Fike,Notification Circuit Extender Panel,"Intelligent Power Supply, 6 Amp",++,1
Fike,Notification Circuit Extender Panel,Remote Power Supply,10-2829,1
Fike,Notification Circuit Extender Panel,Remote Power Supply,27-032,1
Fike,Pressure Switch,IMPULSE VALVE LOW PRESSURE SWITCH FOR SYSTEMS USING 3M™ NOVEC™ 1230 FIRE PROTECTION FLUID,++,1
Fike,REMOTE TEST SWITCH,"Remote Test Station W/ Switch, Alarm & Power LEDs, Key Reset",++,1
Fike,Releasing Control Unit,Agent Release Module,ARM-III,1
Fike,Remote Annunciator,"4-Gang Masonry box, RACO 693 or equivalent with minimum depth of 2 inches",02-2123,1
Fike,Remote Annunciator,Gangable Remodel Box (would require 4),02-4202,1
Fike,Remote Annunciator,LCD Annunciator in red cabinet,++,1
Fike,Remote Annunciator,"LED Annunciator, Red",++,2
Fike,Remote Annunciator,Remote Annunciator,10-2802,1
Fike,Remote Annunciator,"Remote annunciator, red",++,2
Fike,Remote Annunciator,Space Age Red ESB Surface Mount back box,02-11893,2
Fike,Remote Indicator,Remote Annunciator LED,++,1
Fike,Remote Power Supply,"Intelligent Distributed Power Module, Red",++,1
Fike,Smoke Detector,Duct Sensor Isolator Version,63-1062,1
Fike,Smoke Detector,Intelligent imaging beam smoke detector (includes reflector),++,1
Fike,Smoke Detector,Ion Sensor Isolator Version w/63-1060 6” Sensor Base Isolator Version,67-034,1
Fike,Smoke Detector,Ion Sensor Non-Isolator Version w/63-1054 6” Sensor Base Non-Isolator Version,67-033,1
Fike,Smoke Detector,Ionization Smoke Sensor,66-1032,1
Fike,Smoke Detector,Photo/Heat Combination Sensor Isolator Version w/63-1060 6” Sensor Base Isolator Version,63-1059,1
Fike,Smoke Detector,Photo/Heat Combination Sensor Non-Isolator Version w/63-1054 6” Sensor Base Non-Isolator Version,63-1053,1
Fike,Smoke Detector,Photoelectric Smoke Detector Conventional,63-1024,1
Fike,Smoke Detector,Photoelectric Smoke Detector Conventional,63-1308,1
Fike,Smoke Detector,Photoelectric Smoke Sensor,63-1021,1
Fike,Smoke Detector,Photoelectric Smoke Sensor Isolator Version w/63-1060 6” Sensor Base Isolator Version,63-1058,1
Fike,Smoke Detector,Photoelectric Smoke Sensor Non-Isolator Version w/63-1054 6” Sensor Base Non-Isolator Version,+,1
Fike,Smoke Detector,"White, low‐profile intelligent photoelectric sensor, Low Frequency Sounder Base",++,1
Fike,Smoke Detector,"White, low‐profile intelligent photoelectric sensor, Relay Base",++,1
Fike,Smoke Detector,"White, low‐profile intelligent photoelectric sensor, Sounder Base",++,1
Fike,Smoke Detector,"White, low‐profile intelligent photoelectric sensor, Standard Base",++,1
Fike,Smoke/CO Detector,"Multi-Criteria Photoelectric and CO Sensor, Low Frequency Sounder Base",++,2
Fike,Smoke/Heat Detector,"White, low‐profile intelligent photoelectric sensor, Thermal, Low Frequency Sounder Base",++,1
Fike,Smoke/Heat Detector,"White, low‐profile intelligent photoelectric sensor, Thermal, Relay Base",++,1
Fike,Smoke/Heat Detector,"White, low‐profile intelligent photoelectric sensor, Thermal, Sounder Base",++,1
Fike,Smoke/Heat Detector,"White, low‐profile intelligent photoelectric sensor, Thermal, Standard Base",++,1
Fike,Solenoid,IMPULSE VALVE OPERATOR (IVO) KIT,++,1
Fike,Strobe,Wall Mount Strobe,20-123-46,1
Fike,Strobe,Wall Mount Strobe,LST3,1
Fike,Switch,Abort Switch Assembly,++,1
Fike,Switch,Main-Reserve Switch Assembly,++,1
Fike,Switch,Manual Release Station,+,1
Fike,Switch,Manual Release/System Abort,10-1643,1
Fike,Switch,System Abort Switch Deadman Type,+,1
Fike,Switch,System Disconnect Switch,+,1
Fike,UNKNOWN,Ten Button Remote Display (Mounts in Box),10-2631,1
Fike,Valve Supervisory Switch,IMPULSE VALVE OPERATOR SUPERVISOR,++,1
Firelite,Addressable Control/Relay,Addressable Control Module for one Style Y/Z (Class B/A) zone of supervised polarized Notification Appliances,+,1
Firelite,Addressable Control/Relay,"Addressable relay module containing two isolated sets of Form-C contacts, which operate as a DPDT switch. Mounts directly to a 4.0"" (10.16 cm.) box, surface mount using the SMB500.",+,1
Firelite,Addressable Control/Relay,Remote Relay Module with eight Form-C contacts,+,1
Firelite,Addressable Control/Relay,Six-relay control module,+,1
Firelite,Addressable Control/Relay,Wireless Relay Module,+,1
Firelite,Addressable Module,"Addressable Dual Monitor Module W/ FlashScan, Supervises Class A or Class B of Dry Contact Input",+,1
Firelite,Addressable Module,"Addressable Monitor Module W/ FlashScan, Supervises Class A or Class B of Dry Contact Input",+,1
Firelite,Addressable Module,Dual Relay/Monitor Module,+,1
Firelite,Addressable Module,Miniature version of MMF-300. Excludes LED and Style D option. Connects with wire pigtails. May mount in device backbox,+,1
Firelite,Addressable Module,Similar to MMF-300. Addressable Monitor Module for one zone of conventional two-wire detectors. Requires resettable 24 VDC power,+,1
Firelite,Addressable Module,Six-circuit supervised control module. Mount one or two modules in a BB-2F cabinet (optional). Mount up to six modules on a CHS-6 chassis in a BB-6F cabinet.,+,1
Firelite,Addressable Module,Six-zone interface module. Mount one or two modules in a BB-2F cabinet (optional). Mount up to six modules on a CHS-6 chassis in a BB-6F cabinet.,+,1
Firelite,Addressable Module,Ten-input monitor module. Mount one or two modules in a BB-2F cabinet (optional),+,1
Firelite,Addressable Module,Wireless Monitor Module,+,1
Firelite,Amplifier,"(Primary Operating Console) 100 Watt, 25VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Firelite,Amplifier,"(Primary Operating Console) 100 Watt, 70VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Firelite,Amplifier,"(Primary Operating Console) 50 Watt, 25VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Firelite,Amplifier,"(Primary Operating Console) 50 Watt, 70VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Firelite,Amplifier,"25 watt, 25 VRMS, Emergency Voice Evacuation Control Panel with integral commercial microphone, digital message generator, and single-/dual channel Class A or Class B speaker circuits.",++,1
Firelite,Amplifier,Distributed (Remote) Audio Amplifier,+,1
Firelite,Amplifier,"Distributed (Remote) Audio Amplifier, 100 watts",+,2
Firelite,Amplifier,"Distributed (Remote) Audio Amplifier, 50 watts",+,2
Firelite,Cards & Components,"25 watt, 25 VRMS Audio Amplifier Module with single Class A or Class B speaker circuit.",++,2
Firelite,Cards & Components,"25V, 50 Watt Audio Amplifier Module",+,2
Firelite,Cards & Components,"6.0 A, 120 VAC remote charger power supply Main Board",+,1
Firelite,Cards & Components,70V Transformer Conversion Module,+,1
Firelite,Cards & Components,"70V, 50 Watt Audio Amplifier Module",+,2
Firelite,Cards & Components,"8.0 A, 120 VAC remote charger power supply Main Board",+,1
Firelite,Cards & Components,ANN-BUS Expansion Module,+,1
Firelite,Cards & Components,Agent Release Panel Card,+,2
Firelite,Cards & Components,Annunciator Driver Module,+,1
Firelite,Cards & Components,"Annunciator Expander Module, 16 Alarm LED's, 16 Trouble LED's, 16 Switches",+,1
Firelite,Cards & Components,"Annunciator Expander Module, 32 Alarm LED's",+,1
Firelite,Cards & Components,Battery charger for lead-acid batteries with a rating of 25 to 75 AH,++,1
Firelite,Cards & Components,CLSS,++,1
Firelite,Cards & Components,Class A converter module,+,2
Firelite,Cards & Components,Digital Fire Alarm Communicator,+,1
Firelite,Cards & Components,Dual technology (POTS and IP) communicator(replacement board) for the Endurance Series panels,++,1
Firelite,Cards & Components,Expander Card for ECC-50BDA Remote Amplifier for 50/100 Watt Back Up Operation,+,1
Firelite,Cards & Components,Fire Alarm Control Panel Main Board,+,2
Firelite,Cards & Components,Fire Alarm Control Panel with DACT Main Board,+,1
Firelite,Cards & Components,Fire Alarm Power Supply Card,+,2
Firelite,Cards & Components,Fire Alarm Power Supply Main Board,+,2
Firelite,Cards & Components,Five Zone Fire Alarm Control Panel Main Board,+,2
Firelite,Cards & Components,IPDACT Internet Monitoring Module: Connects to primary and secondary DACT telephone output ports for internet communications over customer-provided Ethernet connection,+,2
Firelite,Cards & Components,Intelligent Addressable FACP with Built-In Communicator Main Board,+,2
Firelite,Cards & Components,Intelligent Addressable FACP with Optional 2nd Loop Main Board,+,1
Firelite,Cards & Components,"Intelligent Addressable FACP with Optional 2nd Loop, DACT-UD2 Main Board",+,1
Firelite,Cards & Components,Intelligent addressable sounder base,+,1
Firelite,Cards & Components,"Intelligent addressable sounder base, low-frequency",+,1
Firelite,Cards & Components,LED Interface Module,+,1
Firelite,Cards & Components,LED for ANN-I/O,+,1
Firelite,Cards & Components,"Lamp Driver Module, 32 Alarm Indications or 16 Alarm,16 Trouble, and 16 Control Points",+,1
Firelite,Cards & Components,"Lamp Driver Module, 32 Alarm Indications or 16 Alarm,16 Trouble, and 16 Control Points, Expander",+,1
Firelite,Cards & Components,Lite-Connect fiber network card,+,1
Firelite,Cards & Components,"Loop Expander Module, Provides Even Numbered SLC Loops",+,2
Firelite,Cards & Components,Loop Module,++,1
Firelite,Cards & Components,Main Board,+,1
Firelite,Cards & Components,Main Board,++,6
Firelite,Cards & Components,Main Board for ECC-125DA,+,1
Firelite,Cards & Components,Main Board for ECC-50/100,+,4
Firelite,Cards & Components,Main Board for ECC-50BDA,+,2
Firelite,Cards & Components,Main Board for ECC-50DA,+,2
Firelite,Cards & Components,Main Board for ES-1000X Fire Alarm Control Panel,++,1
Firelite,Cards & Components,Main Board for ES-200X Fire Alarm Control Panel with PWRMOD24,+,1
Firelite,Cards & Components,Main Board for ES-200X Fire Alarm Control Panel without PWRMOD24,+,1
Firelite,Cards & Components,Optional Class A converter card,+,1
Firelite,Cards & Components,Power Expander Module,++,1
Firelite,Cards & Components,Relay Module provides 10 programmable Form C relays,+,1
Firelite,Cards & Components,Remote Telephone Zone Module,+,1
Firelite,Cards & Components,Remote battery charging system for lead-acid batteries with a rating of 55 to 120 AH. Requires additional BB-55F for mounting.,+,1
Firelite,Cards & Components,Serial/Parallel Printer Interface Module,+,1
Firelite,Cards & Components,Speaker Circuit/Zone Expander Module,+,4
Firelite,Cards & Components,Standard sounder base (compatible with B501BH series),+,2
Firelite,Cards & Components,Ten Zone Fire Alarm Control Panel Main Board,+,1
Firelite,Cards & Components,"Ten-zone, 24-volt Fire Alarm Control Panel Main Board",+,1
Firelite,Cards & Components,Transmitter Module,++,1
Firelite,Cards & Components,Universal Digital Alarm Communicator Transmitter-2,+,1
Firelite,Cards & Components,Zone Relay Module,+,1
Firelite,Cellular Communicator,Cellular module housed in metal cabinet with lock and key. Includes external antenna,+,1
Firelite,Cellular Communicator,Cellular module housed in plastic enclosure. (External antenna sold separately),++,1
Firelite,Communicator,Digital Fire Alarm Communicator,+,1
Firelite,Communicator,Slave Digital Alarm Communicator Transmitters,+,2
Firelite,Duct Smoke Detector,4-Wire Photoelectric Duct Smoke Detector,++,1
Firelite,Duct Smoke Detector,Intelligent Non-Relay Photoelectric Duct Detector,+,1
Firelite,Duct Smoke Detector,Intelligent non-relay photoelectric low flow smoke detector housing. Includes SD355R Detector.,+,1
Firelite,Duct Smoke Detector,Intelligent non-relay photoelectric low flow smoke detector housing. Includes SD365R(A)-IV detector,+,1
Firelite,Duct Smoke Detector,Watertight intelligent non-relay photoelectric low flow duct smoke detector housing. Includes SD365R(A)-IV detector,+,1
Firelite,Enclosure,Battery Box,BB-17,1
Firelite,Enclosure,Battery Box,BB-17F,1
Firelite,Enclosure,"Battery box, charger and two 55 AH batteries",++,1
Firelite,Enclosure,"Battery box, houses two 55 AH batteries",++,1
Firelite,End-of-Line Device,End of Line Supervision Relay,+,1
Firelite,Fire Alarm Control Unit,"Addressable Fire Alarm Control Panel with one DCL loop. Includes main circuit board with display, pre-installed communicator, chassis with transformer, dress panel, backbox with door, plastic bag containing screws, cables, key, etc., manual.",++,1
Firelite,Fire Alarm Control Unit,"Addressable Fire Alarm Control Panel with one SLC loop. Includes main circuit board with display, chassis with transformer, dress panel, backbox with door, plastic bag containing screws, cables, key, etc.",++,1
Firelite,Fire Alarm Control Unit,"Addressable Fire Alarm Control Panel with one SLC loop. Includes main circuit board with display, pre-installed CLSS Pathway Pro communicator, chassis with transformer, dress panel, backbox with door, plastic bag containing screws, cables, key, etc.",++,1
Firelite,Fire Alarm Control Unit,"Addressable Fire Alarm Control Panel with one SLC loop. Includes main circuit board with display, pre-installed IPOTS-COM communicator, chassis with transformer, backbox with door, plasticbag containing screws, cables, key, etc.",++,1
Firelite,Fire Alarm Control Unit,"Addressable fire alarm control panel. Includes LCD display, single printed circuit board and cabinet.",+,1
Firelite,Fire Alarm Control Unit,Agent Release Panel,+,2
Firelite,Fire Alarm Control Unit,"FIRE ALARM CONTROL PANEL, CONVENTIONAL",+,2
Firelite,Fire Alarm Control Unit,Fire Alarm Control Panel with DACT,+,1
Firelite,Fire Alarm Control Unit,Five Zone Fire Alarm Control Panel,+,2
Firelite,Fire Alarm Control Unit,"Five-zone, 12-volt, Fire Alarm Control Panel",++,1
Firelite,Fire Alarm Control Unit,"Five-zone, 24-volt, Fire Alarm Control Communicator",++,1
Firelite,Fire Alarm Control Unit,"Five-zone, 24-volt, Fire Alarm Control Panel",++,1
Firelite,Fire Alarm Control Unit,Intelligent Addressable FACP with Built-In Communicator,+,2
Firelite,Fire Alarm Control Unit,Intelligent Addressable FACP with Communicator,++,1
Firelite,Fire Alarm Control Unit,Intelligent Addressable FACP with Optional 2nd Loop,+,1
Firelite,Fire Alarm Control Unit,"Intelligent Addressable FACP with Optional 2nd Loop, DACT-UD2",+,1
Firelite,Fire Alarm Control Unit,Intelligent Addressable FACP with PWRMOD24,+,1
Firelite,Fire Alarm Control Unit,"Intelligent Addressable FACP with pre-installed CLSS Pathway
Pro communicator and PWRMOD24",+,1
Firelite,Fire Alarm Control Unit,Intelligent Addressable FACP without PWRMOD24,+,1
Firelite,Fire Alarm Control Unit,Ten Zone Fire Alarm Control Panel,+,1
Firelite,Fire Alarm Control Unit,"Ten-zone, 24-volt Fire Alarm Control Panel",+,1
Firelite,Fire Fighter Interface,Fire Fighter Telephone System,+,1
Firelite,Hardware,"Chassis, mounts up to six multi-modules in a BB-6F cabinet",+,1
Firelite,Hardware,Optional cabinet for one or two modules,+,1
Firelite,Hardware,Optional cabinet for up to six modules mounted on CHS-6 chassis,+,1
Firelite,Hardware,Optional dress panel for the ES-50X,++,1
Firelite,Hardware,Optional trim ring for semi-flush mounting,+,1
Firelite,Hardware,Seismic mounting kit. Required for seismiccertified applications with NFS-320 and BB-26. Includes battery bracket for two 26 AH batteries.,+,1
Firelite,Hardware,Supervised Volume Control,+,1
Firelite,Hardware,"Surface-mount backbox, metal.",+,1
Firelite,Hardware,"Surface-mount backbox, plastic. (Included with BG12LOB.)",+,1
Firelite,Hardware,"Transformer, only suitable for use in FACPs with main circuit board number 03611",+,1
Firelite,Heat Detector,Addressable Wireless Fixed-Temperature (135 Degrees) Heat Detector,+,1
Firelite,Heat Detector,Addressable Wireless Rate of Riser (135 Degrees) Heat Detector,+,1
Firelite,Heat Detector,"White, Low-profile 135°F fixed thermal sensor, Low Frequency Sounder Base",+,2
Firelite,Heat Detector,"White, Low-profile 135°F fixed thermal sensor, Relay Base",+,2
Firelite,Heat Detector,"White, Low-profile 135°F fixed thermal sensor, Sounder Base",+,2
Firelite,Heat Detector,"White, Low-profile 135°F fixed thermal sensor, Standard Base",+,3
Firelite,Heat Detector,"White, Low-profile 190°F fixed thermal sensor, Low Frequency Sounder Base",+,2
Firelite,Heat Detector,"White, Low-profile 190°F fixed thermal sensor, Relay Base",+,2
Firelite,Heat Detector,"White, Low-profile 190°F fixed thermal sensor, Sounder Base",+,2
Firelite,Heat Detector,"White, Low-profile 190°F fixed thermal sensor, Standard Base",+,3
Firelite,Heat Detector,"White, Low-profile rate-of-rise thermal sensor, Low Frequency Sounder Base",+,2
Firelite,Heat Detector,"White, Low-profile rate-of-rise thermal sensor, Relay Base",+,2
Firelite,Heat Detector,"White, Low-profile rate-of-rise thermal sensor, Sounder Base",+,2
Firelite,Heat Detector,"White, Low-profile rate-of-rise thermal sensor, Standard Base",+,3
Firelite,Isolator Module,SLC Loop Isolator Module; isolates against short circuits on the SLC.,+,1
Firelite,Isolator Module,Six Fault Isolator Module,++,1
Firelite,Local Operator Console,Local Operator Console (Complete user interface),+,1
Firelite,Manual Station,Addressable manual pull station with interface module mounted inside,+,1
Firelite,Manual Station,"Addressable manual pull station with interface module mounted inside, Spanish",+,1
Firelite,Manual Station,"Dual-action pull station with SPST N/O switch, screw terminal connections, hex lock.",+,1
Firelite,Manual Station,Dual-action pull station with pre-signal option.,+,1
Firelite,Manual Station,Explosion-Proof Pull Station with Pull Ring,++,1
Firelite,Manual Station,Manual Fire Alarm Pull Station. Single Action.,+,1
Firelite,Manual Station,Manual Fire Alarm Pull Station. Single Action. Spanish.,+,1
Firelite,Manual Station,Manual Pull Station - Outdoor APPLICATION,Weather Proof Fire Alarm Pull Stations,1
Firelite,Manual Station,Same as BG-12 with key lock.,+,2
Firelite,Manual Station,Same as BG-12L with English/Spanish (FIRE/FUEGO) labeling.,+,1
Firelite,Manual Station,Same as BG-12L with auxiliary contacts.,+,1
Firelite,Manual Station,Same as BG-12L with “outdoor use” listing. Does not include backbox.,+,1
Firelite,Manual Station,"Same as BG-12L with “outdoor use” listing. Includes outdoor listed backbox, and sealing gasket.",+,1
Firelite,Manual Station,Same as BG-12LPS with English/Spanish (FIRE/FUEGO) labeling.,+,1
Firelite,Manual Station,"Single-action pull station with pigtail connections, hex lock.",+,1
Firelite,Manual Station,Wireless Manual Pull Station,+,1
Firelite,Non-Addressable Relay,Multi-Voltage Relay Modules,+,1
Firelite,Non-Addressable Relay,"Single SPDT Relay with LED, mounted in metal backbox with red plastic cover",+,1
Firelite,Notification Circuit Extender Panel,"10.0 A, 120 VAC remote charger power supply in a lockable, metal enclosure",+,1
Firelite,Notification Circuit Extender Panel,"10.0 A, 120 VAC remote charger power supply in a lockable, metal enclosure, Class A",+,1
Firelite,Notification Circuit Extender Panel,12 AMP Fire Alarm Power Supply,+,1
Firelite,Notification Circuit Extender Panel,"6.0 A, 120 VAC remote charger power supply",+,1
Firelite,Notification Circuit Extender Panel,"6.0 A, 120 VAC remote charger power supply in a lockable,metal enclosure",+,1
Firelite,Notification Circuit Extender Panel,"6.0 A, 120 VAC remote charger power supply in a lockable,metal enclosure, Class A",+,1
Firelite,Notification Circuit Extender Panel,8 AMP Fire Alarm Power Supply,+,1
Firelite,Notification Circuit Extender Panel,"8.0 A, 120 VAC remote charger power supply",+,1
Firelite,REMOTE TEST SWITCH,"Remote Test Station W/ Switch, Alarm & Power LEDs",++,1
Firelite,REMOTE TEST SWITCH,"Remote Test Station W/ Switch, Alarm & Power LEDs, Key Reset",++,1
Firelite,Remote Annunciator,80 character remote fire annunciator; red,+,1
Firelite,Remote Annunciator,"Annunciator module with alarm (red) indicators for up to 30 input zones or addressable points, includes red enclosure",+,1
Firelite,Remote Annunciator,"Annunciator module with alarm (red), trouble (yellow) and supervisory (yellow) indication for up to ten input zones or addressable points, includes module mounting bracket, metal cover and clear plastic screen, rubber display/label holder, screws for securing the metal cover and the backbox, red enclosure",+,1
Firelite,Remote Annunciator,"Annunciator, Terminal mode. 80-character, backlit LCD display",+,1
Firelite,Remote Annunciator,Five Zone Remote LED Annunciator,+,1
Firelite,Remote Annunciator,LED driver module,+,1
Firelite,Remote Annunciator,ONYX Series ACS Annunciator,+,5
Firelite,Remote Annunciator,Red 80 character LCD Annunciator,+,1
Firelite,Remote Annunciator,White 80 character LCD Annunciator,+,1
Firelite,Remote Indicator,Remote Annunciator LED,++,1
Firelite,Remote Microphone,Remote Microphone,+,1
Firelite,Remote Microphone,"Remote Page Unit Hand held microphone, 14 message buttons",+,1
Firelite,Smoke Detector,Addressable Wireless Photo Detector,+,1
Firelite,Smoke Detector,Addressable ionization detector with B200SR Base *Discontinued,+,1
Firelite,Smoke Detector,Addressable ionization detector with B210-LP Base *Discontinued,+,1
Firelite,Smoke Detector,Addressable ionization detector with B224RB Base *Discontinued,+,1
Firelite,Smoke Detector,Addressable ionization detector with B501 Base *Discontinued,+,1
Firelite,Smoke Detector,"Addressable, low-profile device that provides fire, heat, and carbon monoxide (CO) detection, Low Frequency Sounder Base",+,1
Firelite,Smoke Detector,"Addressable, low-profile device that provides fire, heat, and carbon monoxide (CO) detection, Relay Base",+,1
Firelite,Smoke Detector,"Addressable, low-profile device that provides fire, heat, and carbon monoxide (CO) detection, Sounder Base",+,1
Firelite,Smoke Detector,"Addressable, low-profile device that provides fire, heat, and carbon monoxide (CO) detection, Standard Base",+,1
Firelite,Smoke Detector,"Advanced multi-criteria fire/CO detector, LiteSpeed®,
white, Low Frequency Sounder Base",+,1
Firelite,Smoke Detector,"Advanced multi-criteria fire/CO detector, LiteSpeed®,
white, Relay Base",+,1
Firelite,Smoke Detector,"Advanced multi-criteria fire/CO detector, LiteSpeed®,
white, Sounder Base",+,2
Firelite,Smoke Detector,"Advanced multi-criteria fire/CO detector, LiteSpeed®,
white, Standard Base",+,1
Firelite,Smoke Detector,Beam Reflector,++,1
Firelite,Smoke Detector,Intelligent beam smoke detector,+,1
Firelite,Smoke Detector,Intelligent beam smoke detector with integral sensitivity test,+,1
Firelite,Smoke Detector,Intelligent imaging beam smoke detector (includes reflector),++,1
Firelite,Smoke Detector,"Ivory, low-profile intelligent photoelectric sensor, remote test capable, for use with DNR/DNRW, LiteSpeed only, Standard Base",+,1
Firelite,Smoke Detector,Remote test capable addressable photoelectric detector for use with a D355PL(A) or DNRA/DNRW duct detector housing; B210LP base included.,+,1
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Low Frequency Sounder Base",+,2
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Relay Base",+,2
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Sounder Base",+,3
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Standard Base",+,3
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Thermal, Low Frequency Sounder Base",+,2
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Thermal, Relay Base",+,2
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Thermal, Sounder Base",+,2
Firelite,Smoke Detector,"White, Addressable photoelectric detector, Thermal, Standard Base",+,3
Firelite,Smoke Detector,"White, low-profile intelligent photoelectric sensor, remote test capable, for use with DNR/DNRW, LiteSpeed only, Standard Base",+,1
Firelite,Smoke/Heat Detector,ADAPT Multi-Sensor Low Profile Intelligent Detector with B200SR Base,+,1
Firelite,Smoke/Heat Detector,ADAPT Multi-Sensor Low Profile Intelligent Detector with B200SR-LF Base,+,1
Firelite,Smoke/Heat Detector,ADAPT Multi-Sensor Low Profile Intelligent Detector with B210LP Base,+,1
Firelite,Smoke/Heat Detector,ADAPT Multi-Sensor Low Profile Intelligent Detector with B224BI Base,+,1
Firelite,Smoke/Heat Detector,ADAPT Multi-Sensor Low Profile Intelligent Detector with B224RB Base,+,1
Firelite,Smoke/Heat Detector,ADAPT Multi-Sensor Low Profile Intelligent Detector with B501 Base,+,1
Firelite,Smoke/Heat Detector,Addressable Wireless Photo/Heat Detector,+,1
Firelite,Sync Module,Wireless Sync Module,+,1
Firelite,UNKNOWN,"6"" Flanged mounting base",+,1
Firelite,Wireless Control Unit,LCD User Interface for use with the W-GATE,+,1
Firelite,Wireless Control Unit,"Wireless AV base, ceiling, red",+,1
Firelite,Wireless Control Unit,"Wireless AV base, ceiling, white",+,1
Firelite,Wireless Control Unit,"Wireless AV base, wall, red",+,1
